名次,馬號,馬名,騎師,練馬師,排位體重,實際負磅,檔位,頭馬距離,沿途走位,完成時間,獨嬴賠率,horse_info_url,日期,場次,horse_id
7,9,獨步天下 ,普健士,摩利高,1204,119.0,11,6,1 0 1 1 6 7,1:23.91,88.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H825,13/05/2023,7,H825
8,8,中華盛景 ,蔡明紹,告東尼,1064,122.0,1,7-1/2,1 2 9 1 2 8,1:24.15,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E379,13/05/2023,7,E379
9,10,都靈太陽 ,周俊樂,伍鵬志,1095,120.0,9,7-3/4,4 5 8 9,1:24.19,95.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G134,13/05/2023,7,G134
10,13,寶賢得得 ,班德禮,方嘉柏,1133,117.0,6,7-3/4,1 1 1 2 1 3 1 0,1:24.19,56.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E430,13/05/2023,7,E430
11,1,耀昌之星 ,中野省吾,劉志森,1161,135.0,5,8-3/4,1 1 2 1 1,1:24.36,50.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H824,13/05/2023,7,H824
12,11,超好日子 ,潘明輝,呂健威,1212,115.0,2,9-3/4,7 7 7 1 2,1:24.52,41.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D473,13/05/2023,7,D473
13,14,陶醉 ,張志立,錢健明,1193,115.0,7,14-3/4,9 1 0 1 4 1 3,1:25.32,182.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H826,13/05/2023,7,H826
14,6,瑪瑙 ,梁家俊,羅富全,1170,123.0,8,74-1/4,3 4 9 1 4,1:34.82,34.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G306,13/05/2023,7,G306
1,12,陽明天空 ,何澤堯,呂健威,1125,118.0,5,-,5 5 6 1,1:37.15,6.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G360,13/05/2023,1,G360
2,1,桃花雲 ,布文,告東尼,1026,135.0,12,頸位,9 8 8 2,1:37.22,5.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H139,13/05/2023,1,H139
3,2,無心睡眠 ,艾道拿,鄭俊偉,1063,130.0,2,1-3/4,6 6 5 3,1:37.41,46.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D082,13/05/2023,1,D082
 4,7,安頌 ,霍宏聲,蘇偉賢,1123,122.0,10,2,1 3 1 2 1 3 4,1:37.48,33.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D381,13/05/2023,1,D381
5,6,日日友 ,梁家俊,羅富全,1190,121.0,14,2-1/4,2 2 1 5,1:37.50,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_H006,13/05/2023,1,H006
6,3,越駿歡欣 ,潘頓,高伯新,1083,129.0,11,2-1/4,1 4 1 3 1 2 6,1:37.50,4.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G446,13/05/2023,1,G446
7,14,佐治勇駒 ,巴度,伍鵬志,1144,116.0,8,2-1/2,1 0 1 1 1 1 7,1:37.56,5.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E257,13/05/2023,1,E257
8,4,久久為攻 ,田泰安,大衛希斯,1211,123.0,3,4-3/4,7 7 7 8,1:37.92,17.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E472,13/05/2023,1,E472
9,9,佳福駒 ,蔡明紹,丁冠豪,1193,119.0,13,5-1/4,3 3 4 9,1:37.97,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G230,13/05/2023,1,G230
10,10,領頭先駒 ,周俊樂,容天鵬,1019,119.0,7,5-1/2,8 9 9 1 0,1:38.02,50.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G313,13/05/2023,1,G313
11,13,色種笑 ,賀銘年,蔡約翰,1171,118.0,4,5-1/2,4 4 3 1 1,1:38.04,8.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H143,13/05/2023,1,H143
12,8,聰明導彈 ,陳嘉熙,方嘉柏,1103,115.0,6,7-1/4,1 1 1 0 1 0 1 2,1:38.32,84.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C037,13/05/2023,1,C037
13,11,年年豐盛 ,潘明輝,姚本輝,1080,116.0,1,8,1 1 2 1 3,1:38.42,52.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G185,13/05/2023,1,G185
DNF,5,龍來了 ,班德禮,韋達,1276,121.0,9,---,1 2 1 4,---,61.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E222,13/05/2023,1,E222
1,4,友盈友福 ,賀銘年,鄭俊偉,1137,133.0,3,-,2 1 1,1:08.59,5.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D343,10/05/2023,1,D343
2,5,澳華威威 ,布文,賀賢,997,132.0,5,2-1/4,9 6 2,1:08.97,4.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E144,10/05/2023,1,E144
3,2,天外驚天 ,潘頓,大衛希斯,1176,135.0,2,5-1/2,4 3 3,1:09.46,5.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G253,10/05/2023,1,G253
4,12,勇猛精靈 ,鍾易禮,告東尼,1121,109.0,10,6-1/4,1 1 1 1 4,1:09.58,29.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G064,10/05/2023,1,G064
5,11,玉樹臨風 ,田泰安,方嘉柏,1131,115.0,7,6-1/2,1 2 5,1:09.63,8.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G044,10/05/2023,1,G044
6,8,專一 ,周俊樂,葉楚航,1094,124.0,9,7-1/4,1 2 9 6,1:09.74,21.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D191,10/05/2023,1,D191
7,3,美滿星雲 ,梁家俊,文家良,1162,134.0,4,8-1/4,8 7 7,1:09.90,6.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G279,10/05/2023,1,G279
8,1,順利取勝 ,波健士,蔡約翰,1230,135.0,8,8-1/2,5 8 8,1:09.95,9.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G403,10/05/2023,1,G403
9,9,勁弗 ,陳嘉熙,伍鵬志,1186,119.0,1,9-1/2,6 4 9,1:10.10,45.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G242,10/05/2023,1,G242
10,10,小玩家 ,何澤堯,黎昭昇,1110,121.0,12,9-1/2,1 0 1 2 1 0,1:10.11,20.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E066,10/05/2023,1,E066
11,7,幸運天賜 ,艾道拿,容天鵬,1266,132.0,6,9-3/4,7 1 0 1 1,1:10.14,9.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E474,10/05/2023,1,E474
12,6,歡樂好友 ,霍宏聲,蘇偉賢,1098,132.0,11,19-3/4,3 5 1 2,1:11.73,36.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C533,10/05/2023,1,C533
1,5,晶晶日上 ,潘頓,容天鵬,1182,124.0,4,-,1 1 1,1:07.98,1.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H089,10/05/2023,6,H089
2,3,八心八箭 ,黃智弘,伍鵬志,1195,117.0,11,3/4,2 2 2,1:08.13,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H088,10/05/2023,6,H088
 3,4,閃電 ,布文,沈集成,1193,125.0,9,1-1/4,1 0 1 0 3,1:08.19,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G130,10/05/2023,6,G130
4,7,醒臣 ,田泰安,姚本輝,1106,121.0,6,1-1/4,7 6 4,1:08.19,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D394,10/05/2023,6,D394
5,6,文明之星 ,梁家俊,丁冠豪,1110,123.0,3,2-1/2,4 4 5,1:08.36,8.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D429,10/05/2023,6,D429
6,9,大眾勝利 ,何澤堯,羅富全,1146,118.0,7,3,9 9 6,1:08.47,20.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E177,10/05/2023,6,E177
7,1,紫雲冰 ,霍宏聲,方嘉柏,1169,135.0,1,4,5 5 7,1:08.60,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G246,10/05/2023,6,G246
8,11,張燈結綵 ,巴度,蔡約翰,1105,116.0,10,6-3/4,6 7 8,1:09.06,20.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E272,10/05/2023,6,E272
9,8,龍騰飛翔 ,班德禮,葉楚航,1230,119.0,8,7,8 8 9,1:09.10,56.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E360,10/05/2023,6,E360
10,10,時時稱心 ,鍾易禮,告東尼,1161,109.0,5,9-1/4,1 1 1 1 1 0,1:09.44,128.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H090,10/05/2023,6,H090
11,2,經典之星 ,蔡明紹,蘇偉賢,1185,128.0,2,11-1/4,3 3 1 1,1:09.79,51.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C343,10/05/2023,6,C343
1,7,幸運勝駒 ,鍾易禮,丁冠豪,1186,123.0,1,-,1 1 1 1,1:38.87,7.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C514,10/05/2023,3,C514
2,3,雷霆戰駒 ,布文,方嘉柏,1114,135.0,13,2-3/4,1 2 8 6 2,1:39.33,7.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D124,10/05/2023,3,D124
 3,9,善財到喇 ,艾道拿,呂健威,1102,123.0,4,4,3 3 3 3,1:39.51,23.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G248,10/05/2023,3,G248
4,2,豐盛多彩 ,潘頓,高伯新,1079,135.0,7,4,2 2 2 4,1:39.51,4.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G301,10/05/2023,3,G301
5,1,麒麟 ,梁家俊,大衛希斯,1162,135.0,12,4-3/4,1 4 1 4 1 2 5,1:39.61,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E151,10/05/2023,3,E151
6,10,緣份 ,賀銘年,鄭俊偉,1064,121.0,3,4-3/4,8 9 9 6,1:39.62,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C535,10/05/2023,3,C535
7,5,綠登 ,蔡明紹,蘇偉賢,1103,132.0,6,5,4 4 4 7,1:39.65,9.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E409,10/05/2023,3,E409
8,6,敬禮 ,馬雅,姚本輝,1008,131.0,11,5,7 5 5 8,1:39.67,39.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G284,10/05/2023,3,G284
9,11,金津一號 ,蘇兆輝,葉楚航,1032,120.0,9,5-1/2,1 3 1 1 1 1 9,1:39.74,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D306,10/05/2023,3,D306
10,14,揚威四方 ,巴度,何良,1076,116.0,2,5-3/4,6 6 7 1 0,1:39.80,22.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G026,10/05/2023,3,G026
11,12,福星高照 ,潘明輝,容天鵬,1239,115.0,5,6,9 1 0 1 0 1 1,1:39.83,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D407,10/05/2023,3,D407
12,13,旅遊達人 ,黎海榮,徐雨石,1024,117.0,14,6-1/2,1 1 1 3 1 3 1 2,1:39.91,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E170,10/05/2023,3,E170
13,4,綫路菁英 ,何澤堯,告東尼,1222,133.0,10,8,5 7 8 1 3,1:40.13,19.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E487,10/05/2023,3,E487
14,8,日日夠 ,班德禮,文家良,1167,126.0,8,15-3/4,1 0 1 2 1 4 1 4,1:41.39,19.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D310,10/05/2023,3,D310
 1,2,泉龍駒 ,潘頓,丁冠豪,1116,134.0,10,-,7 6 1,1:09.03,7.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E126,10/05/2023,2,E126
 2,7,型到爆 ,梁家俊,羅富全,1041,124.0,12,短馬頭位,1 0 8 2,1:09.03,13.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_H011,10/05/2023,2,H011
3,10,顏色王子 ,鍾易禮,韋達,1172,112.0,6,短馬頭位,2 2 3,1:09.04,4.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E418,10/05/2023,2,E418
4,1,明駿福星 ,田泰安,蔡約翰,1066,135.0,1,1/2,9 7 4,1:09.12,3.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G252,10/05/2023,2,G252
5,5,胡椒軍曹 ,艾道拿,徐雨石,1121,127.0,11,3,1 1 5,1:09.49,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E432,10/05/2023,2,E432
6,12,特攻 ,巴度,賀賢,1103,116.0,7,3,1 1 9 6,1:09.51,8.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G004,10/05/2023,2,G004
7,6,勇冠群英 ,潘明輝,何良,1088,123.0,9,4-3/4,3 4 7,1:09.78,96.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H177,10/05/2023,2,H177
8,4,歡喜福星 ,嘉里,方嘉柏,989,128.0,4,5,8 1 0 8,1:09.83,9.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G354,10/05/2023,2,G354
9,3,心花放 ,班德禮,高伯新,1100,128.0,3,9,5 3 9,1:10.46,59.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H118,10/05/2023,2,H118
10,8,牛皇頭 ,蘇兆輝,鄭俊偉,1233,120.0,8,12,4 5 1 0,1:10.94,6.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G233,10/05/2023,2,G233
WV-A,9,魅力一丁 ,何澤堯,呂健威,---,120.0,---,---,,---,---,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G278,10/05/2023,2,G278
FE,11,快快發 ,周俊樂,伍鵬志,1139,119.0,5,---,6,---,81.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H130,10/05/2023,2,H130
1,3,烈風 ,巴度,蔡約翰,1100,132.0,5,-,2 5 3 1,1:37.16,4.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E193,10/05/2023,7,E193
2,4,魅影獵飛 ,田泰安,姚本輝,1108,129.0,11,4,9 6 6 2,1:37.79,4.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G317,10/05/2023,7,G317
3,6,雪山神駒 ,何澤堯,沈集成,1024,127.0,12,4-1/2,1 4 1 4 1 3 3,1:37.89,49.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G433,10/05/2023,7,G433
 4,2,精彩動力 ,布文,方嘉柏,1047,133.0,13,4-3/4,1 3 1 1 1 1 4,1:37.94,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H120,10/05/2023,7,H120
5,1,火鑽 ,周俊樂,容天鵬,1193,132.0,9,4-3/4,3 2 2 5,1:37.94,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G022,10/05/2023,7,G022
6,8,馬爾代夫 ,潘頓,賀賢,1146,125.0,14,5-1/2,1 2 8 9 6,1:38.05,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D329,10/05/2023,7,D329
7,12,雙天至尊 ,黃俊,呂健威,1215,117.0,7,5-1/2,1 1 1 7,1:38.05,25.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C293,10/05/2023,7,C293
8,10,滿冠熊 ,班德禮,鄭俊偉,1037,123.0,3,5-3/4,7 1 0 8 8,1:38.06,25.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C143,10/05/2023,7,C143
9,14,皮具之星 ,潘明輝,容天鵬,1282,118.0,4,5-3/4,1 1 1 3 1 2 9,1:38.07,8.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C307,10/05/2023,7,C307
10,5,怪獸奇兵 ,蔡明紹,文家良,1166,128.0,2,6,5 4 4 1 0,1:38.11,7.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E369,10/05/2023,7,E369
11,13,美麗歡聲 ,鍾易禮,告東尼,1220,114.0,10,8-1/2,6 3 5 1 1,1:38.54,80.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H066,10/05/2023,7,H066
12,9,獎星 ,蘇兆輝,羅富全,1139,124.0,6,10-3/4,4 7 7 1 2,1:38.90,8.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H087,10/05/2023,7,H087
13,7,多多勇駒 ,馬雅,苗禮德,1057,126.0,1,11-3/4,8 9 1 0 1 3,1:39.04,21.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G144,10/05/2023,7,G144
14,11,飛馬英雄 ,艾道拿,徐雨石,1138,122.0,8,15-1/4,1 0 1 2 1 4 1 4,1:39.58,23.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G188,10/05/2023,7,G188
1,12,爽快 ,蘇兆輝,羅富全,1113,120.0,5,-,3 3 1 1,1:37.02,2.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H114,10/05/2023,8,H114
2,9,盈嵐 ,周俊樂,容天鵬,1156,122.0,4,1,8 8 7 2,1:37.18,6.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E462,10/05/2023,8,E462
 3,10,勝意龍 ,蔡明紹,蘇偉賢,1151,123.0,1,2-3/4,5 5 4 3,1:37.46,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E253,10/05/2023,8,E253
 4,5,同舟共濟 ,布文,黎昭昇,1069,128.0,8,2-3/4,9 1 0 9 4,1:37.46,40.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G075,10/05/2023,8,G075
5,8,龍船狀元 ,潘明輝,告東尼,1113,123.0,11,3,2 1 3 5,1:37.48,52.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G070,10/05/2023,8,G070
6,6,好好心得 ,潘頓,伍鵬志,1085,127.0,9,4,6 6 5 6,1:37.65,9.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D433,10/05/2023,8,D433
7,11,喜旺駒 ,何澤堯,方嘉柏,1208,122.0,10,4,1 1 9 8 7,1:37.67,5.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G110,10/05/2023,8,G110
8,2,柏林探戈 ,田泰安,告東尼,1063,131.0,7,5-1/4,1 2 1 2 1 1 8,1:37.87,26.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E120,10/05/2023,8,E120
9,3,禪勝寶駒 ,馬雅,呂健威,1154,130.0,12,5-1/4,4 4 6 9,1:37.87,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D270,10/05/2023,8,D270
10,1,喜駿駒 ,巴度,蔡約翰,1116,132.0,6,7-1/4,1 0 1 1 1 2 1 0,1:38.18,43.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D479,10/05/2023,8,D479
11,4,大眾開心 ,賀銘年,羅富全,1146,129.0,2,12-3/4,1 2 2 1 1,1:39.05,43.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D029,10/05/2023,8,D029
12,7,幸運傳奇 ,鍾易禮,羅富全,1226,119.0,3,26-1/4,7 7 1 0 1 2,1:41.20,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D047,10/05/2023,8,D047
1,2,禪勝輝煌 ,希威森,呂健威,1158,126.0,5,-,4 2 1,0:56.92,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H212,07/05/2023,1,H212
2,8,耀寶駒 ,田泰安,苗禮德,1106,121.0,8,1,6 3 2,0:57.08,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H323,07/05/2023,1,H323
3,5,好勁力 ,班德禮,呂健威,1117,126.0,4,1-1/2,5 6 3,0:57.15,37.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H260,07/05/2023,1,H260
4,1,鈦易搵 ,黃智弘,方嘉柏,1123,123.0,3,4,1 1 4,0:57.57,1.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H216,07/05/2023,1,H216
5,7,獎金大少 ,周俊樂,伍鵬志,1073,124.0,2,4-1/4,3 4 5,0:57.61,8.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H259,07/05/2023,1,H259
6,3,超勁日子 ,巴度,伍鵬志,1108,126.0,1,6-3/4,2 5 6,0:58.02,65.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H119,07/05/2023,1,H119
7,4,最佳拍檔 ,蔡明紹,伍鵬志,1041,126.0,7,7-1/4,8 8 7,0:58.08,60.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H261,07/05/2023,1,H261
8,6,富喜來 ,蘇兆輝,鄭俊偉,1116,126.0,6,8,7 7 8,0:58.21,3.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H213,07/05/2023,1,H213
 1,9,包裝旋風 ,班德禮,方嘉柏,988,120.0,10,-,6 6 6 6 1,2:04.77,5.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H137,07/05/2023,4,H137
2,5,連連行運 ,賀銘年,蔡約翰,1141,126.0,7,鼻位,2 2 2 1 2,2:04.77,29.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C441,07/05/2023,4,C441
3,10,勁駒 ,陳嘉熙,賀賢,1085,115.0,4,3-3/4,3 3 3 4 3,2:05.37,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D138,07/05/2023,4,D138
4,7,翔龍再現 ,潘頓,賀賢,1207,123.0,6,4-1/4,9 9 9 7 4,2:05.44,3.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E452,07/05/2023,4,E452
5,2,安采 ,蔡明紹,蘇偉賢,1152,131.0,2,8-1/4,4 4 4 3 5,2:06.10,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D066,07/05/2023,4,D066
6,8,三江飛輪 ,希威森,韋達,1116,122.0,1,8-1/2,5 5 5 5 6,2:06.15,6.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G138,07/05/2023,4,G138
7,6,八駿笑昇 ,鍾易禮,告東尼,1079,117.0,8,8-3/4,1 0 1 0 1 0 9 7,2:06.17,8.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H296,07/05/2023,4,H296
8,3,高瞻遠矚 ,巴度,苗禮德,1041,129.0,5,10-1/4,8 8 8 8 8,2:06.41,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2017_B345,07/05/2023,4,B345
9,1,波爾多 ,田泰安,蔡約翰,1067,135.0,3,12-3/4,1 1 1 2 9,2:06.80,7.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E273,07/05/2023,4,E273
10,4,西利哥 ,何澤堯,羅富全,1143,127.0,9,18,7 7 7 1 0 1 0,2:07.67,24.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D128,07/05/2023,4,D128
1,11,揚揚大道 ,蔡明紹,羅富全,1182,123.0,13,-,1 2 9 1,1:11.73,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G050,07/05/2023,6,G050
2,1,水晶酒杯 ,潘頓,蔡約翰,1198,135.0,3,1,2 1 2,1:11.88,3.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H081,07/05/2023,6,H081
3,3,閃得快 ,梁家俊,沈集成,1194,131.0,11,1-3/4,7 5 3,1:12.00,8.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D061,07/05/2023,6,D061
4,5,錶壇精英 ,巴度,姚本輝,1106,129.0,2,3,6 6 4,1:12.20,6.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H185,07/05/2023,6,H185
5,12,醒目勇駒 ,霍宏聲,蘇偉賢,1109,122.0,10,3-1/4,1 4 1 3 5,1:12.24,25.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2017_B456,07/05/2023,6,B456
